Batch, Algorithm, Group, Mean, Samples, Variance
590, bandit, test, 0.201726, 21202, 0.161040
591, ab, control, 0.395396, 23675, 0.239068
591, bandit, control, 0.401928, 37967, 0.240388
591, ab, test, 0.200507, 35525, 0.160308
591, bandit, test, 0.201856, 21233, 0.161118
592, ab, control, 0.395337, 23719, 0.239056
592, bandit, control, 0.401998, 38035, 0.240402
592, ab, test, 0.200585, 35581, 0.160355
592, bandit, test, 0.201787, 21265, 0.161077
593, ab, control, 0.395505, 23762, 0.239091
593, bandit, control, 0.401974, 38102, 0.240397
593, ab, test, 0.200629, 35638, 0.160381
593, bandit, test, 0.201897, 21298, 0.161142
594, ab, control, 0.395420, 23800, 0.239073
594, bandit, control, 0.401903, 38156, 0.240383
594, ab, test, 0.200756, 35700, 0.160458
594, bandit, test, 0.201930, 21344, 0.161162
595, ab, control, 0.395186, 23847, 0.239024
595, bandit, control, 0.402046, 38222, 0.240411
595, ab, test, 0.200682, 35753, 0.160413
595, bandit, test, 0.202217, 21378, 0.161333
596, ab, control, 0.394977, 23890, 0.238980
596, bandit, control, 0.402115, 38290, 0.240425
596, ab, test, 0.200642, 35810, 0.160389
596, bandit, test, 0.202149, 21410, 0.161292
597, ab, control, 0.394610, 23935, 0.238903
597, bandit, control, 0.402049, 38356, 0.240412
597, ab, test, 0.200725, 35865, 0.160439
597, bandit, test, 0.202248, 21444, 0.161351
598, ab, control, 0.394619, 23975, 0.238905
598, bandit, control, 0.402181, 38423, 0.240438
598, ab, test, 0.200696, 35925, 0.160422
598, bandit, test, 0.202263, 21477, 0.161360
599, ab, control, 0.394936, 24014, 0.238972
599, bandit, control, 0.402178, 38483, 0.240437
599, ab, test, 0.200661, 35986, 0.160401
599, bandit, test, 0.202119, 21517, 0.161275
600, ab, control, 0.394996, 24061, 0.238984
600, bandit, control, 0.402236, 38547, 0.240448
600, ab, test, 0.200616, 36039, 0.160374
600, bandit, test, 0.201967, 21553, 0.161184
601, ab, control, 0.395030, 24107, 0.238991
601, bandit, control, 0.402274, 38618, 0.240456
601, ab, test, 0.200621, 36093, 0.160376
601, bandit, test, 0.202020, 21582, 0.161216
602, ab, control, 0.395088, 24144, 0.239003
602, bandit, control, 0.402244, 38678, 0.240450
602, ab, test, 0.200575, 36156, 0.160349
602, bandit, test, 0.202109, 21622, 0.161268
603, ab, control, 0.395120, 24180, 0.239010
603, bandit, control, 0.402277, 38737, 0.240456
603, ab, test, 0.200607, 36220, 0.160368
603, bandit, test, 0.202234, 21663, 0.161343
604, ab, control, 0.394919, 24210, 0.238968
604, bandit, control, 0.402299, 38797, 0.240461
604, ab, test, 0.200661, 36290, 0.160401
604, bandit, test, 0.202184, 21703, 0.161313
605, ab, control, 0.394812, 24247, 0.238945
605, bandit, control, 0.402172, 38859, 0.240436
605, ab, test, 0.200671, 36353, 0.160407
605, bandit, test, 0.202337, 21741, 0.161404
606, ab, control, 0.394976, 24285, 0.238980
606, bandit, control, 0.402153, 38928, 0.240432
606, ab, test, 0.200659, 36415, 0.160399
606, bandit, test, 0.202370, 21772, 0.161424
607, ab, control, 0.394942, 24320, 0.238973
607, bandit, control, 0.402149, 38988, 0.240431
607, ab, test, 0.200603, 36480, 0.160366
607, bandit, test, 0.202412, 21812, 0.161448
608, ab, control, 0.395049, 24359, 0.238995
608, bandit, control, 0.402151, 39050, 0.240432
608, ab, test, 0.200651, 36541, 0.160395
608, bandit, test, 0.202334, 21850, 0.161402
609, ab, control, 0.394884, 24392, 0.238960
609, bandit, control, 0.402240, 39111, 0.240449
609, ab, test, 0.200585, 36608, 0.160355
609, bandit, test, 0.202248, 21889, 0.161351
610, ab, control, 0.394687, 24432, 0.238919
610, bandit, control, 0.402206, 39174, 0.240442
610, ab, test, 0.200556, 36668, 0.160338
610, bandit, test, 0.202180, 21926, 0.161311
611, ab, control, 0.394671, 24471, 0.238916
611, bandit, control, 0.402283, 39246, 0.240458
611, ab, test, 0.200604, 36729, 0.160367
611, bandit, test, 0.202104, 21954, 0.161266
612, ab, control, 0.394665, 24517, 0.238914
612, bandit, control, 0.402330, 39306, 0.240467
612, ab, test, 0.200473, 36783, 0.160288
612, bandit, test, 0.202010, 21994, 0.161209
613, ab, control, 0.394625, 24560, 0.238906
613, bandit, control, 0.402439, 39365, 0.240488
613, ab, test, 0.200353, 36840, 0.160216
613, bandit, test, 0.202088, 22035, 0.161256
614, ab, control, 0.394812, 24594, 0.238945
614, bandit, control, 0.402405, 39418, 0.240481
614, ab, test, 0.200293, 36906, 0.160180
614, bandit, test, 0.202020, 22082, 0.161215
615, ab, control, 0.395072, 24636, 0.239000
615, bandit, control, 0.402483, 39475, 0.240496
615, ab, test, 0.200357, 36964, 0.160218
615, bandit, test, 0.202079, 22125, 0.161250
616, ab, control, 0.394975, 24675, 0.238979
616, bandit, control, 0.402489, 39539, 0.240498
616, ab, test, 0.200351, 37025, 0.160215
616, bandit, test, 0.202157, 22161, 0.161297
617, ab, control, 0.395065, 24720, 0.238998
617, bandit, control, 0.402464, 39606, 0.240493
617, ab, test, 0.200351, 37080, 0.160215
617, bandit, test, 0.202172, 22194, 0.161306
618, ab, control, 0.395041, 24762, 0.238993
618, bandit, control, 0.402672, 39675, 0.240533
618, ab, test, 0.200388, 37138, 0.160237
618, bandit, test, 0.202025, 22225, 0.161218
619, ab, control, 0.394903, 24801, 0.238964
619, bandit, control, 0.402627, 39744, 0.240525
619, ab, test, 0.200570, 37199, 0.160346
619, bandit, test, 0.202283, 22256, 0.161372
620, ab, control, 0.395017, 24842, 0.238988
620, bandit, control, 0.402467, 39807, 0.240493
620, ab, test, 0.200521, 37258, 0.160316
620, bandit, test, 0.202351, 22293, 0.161412
621, ab, control, 0.394929, 24888, 0.238970
621, bandit, control, 0.402599, 39866, 0.240519
621, ab, test, 0.200472, 37312, 0.160287
621, bandit, test, 0.202158, 22334, 0.161297
622, ab, control, 0.394817, 24928, 0.238946
622, bandit, control, 0.402574, 39938, 0.240514
622, ab, test, 0.200471, 37372, 0.160287
622, bandit, test, 0.201994, 22362, 0.161200
623, ab, control, 0.395003, 24977, 0.238985
623, bandit, control, 0.402500, 40005, 0.240500
623, ab, test, 0.200412, 37423, 0.160251
623, bandit, test, 0.201965, 22395, 0.161182
624, ab, control, 0.394859, 25014, 0.238955
624, bandit, control, 0.402376, 40072, 0.240476
624, ab, test, 0.200528, 37486, 0.160321
624, bandit, test, 0.201980, 22428, 0.161191
625, ab, control, 0.394892, 25060, 0.238962
625, bandit, control, 0.402347, 40137, 0.240470
625, ab, test, 0.200506, 37540, 0.160308
625, bandit, test, 0.202199, 22463, 0.161322
626, ab, control, 0.394687, 25106, 0.238919
626, bandit, control, 0.402343, 40202, 0.240469
626, ab, test, 0.200404, 37594, 0.160247
626, bandit, test, 0.202507, 22498, 0.161505
627, ab, control, 0.394624, 25148, 0.238905
627, bandit, control, 0.402414, 40262, 0.240483
627, ab, test, 0.200335, 37652, 0.160205
627, bandit, test, 0.202502, 22538, 0.161502
628, ab, control, 0.394530, 25192, 0.238886
628, bandit, control, 0.402430, 40325, 0.240486
628, ab, test, 0.200302, 37708, 0.160186
628, bandit, test, 0.202525, 22575, 0.161516
629, ab, control, 0.394563, 25233, 0.238892
629, bandit, control, 0.402476, 40395, 0.240495
629, ab, test, 0.200334, 37767, 0.160204
629, bandit, test, 0.202522, 22605, 0.161514
630, ab, control, 0.394222, 25270, 0.238821
630, bandit, control, 0.402466, 40463, 0.240493
630, ab, test, 0.200264, 37830, 0.160163
630, bandit, test, 0.202545, 22637, 0.161527
631, ab, control, 0.394279, 25312, 0.238833
631, bandit, control, 0.402369, 40530, 0.240474
631, ab, test, 0.200143, 37888, 0.160090
631, bandit, test, 0.202603, 22670, 0.161562
632, ab, control, 0.394225, 25351, 0.238821
632, bandit, control, 0.402350, 40589, 0.240470
632, ab, test, 0.200190, 37949, 0.160118
632, bandit, test, 0.202721, 22711, 0.161632
633, ab, control, 0.394099, 25387, 0.238794
633, bandit, control, 0.402297, 40664, 0.240460
633, ab, test, 0.200195, 38013, 0.160121
633, bandit, test, 0.202718, 22736, 0.161631
634, ab, control, 0.394283, 25431, 0.238833
634, bandit, control, 0.402352, 40728, 0.240471
634, ab, test, 0.200189, 38069, 0.160118
634, bandit, test, 0.202705, 22772, 0.161623
635, ab, control, 0.394369, 25466, 0.238851
635, bandit, control, 0.402437, 40789, 0.240487
635, ab, test, 0.200163, 38134, 0.160102
635, bandit, test, 0.202797, 22811, 0.161677
636, ab, control, 0.394221, 25506, 0.238820
636, bandit, control, 0.402438, 40851, 0.240488
636, ab, test, 0.200241, 38194, 0.160149
636, bandit, test, 0.202766, 22849, 0.161659
637, ab, control, 0.394516, 25563, 0.238882
637, bandit, control, 0.402502, 40924, 0.240500
637, ab, test, 0.200277, 38237, 0.160170
637, bandit, test, 0.202702, 22876, 0.161621
638, ab, control, 0.394702, 25594, 0.238922
638, bandit, control, 0.402499, 40984, 0.240499
638, ab, test, 0.200256, 38306, 0.160158
638, bandit, test, 0.202566, 22916, 0.161540
639, ab, control, 0.394645, 25623, 0.238910
639, bandit, control, 0.402612, 41047, 0.240521
639, ab, test, 0.200250, 38377, 0.160154
639, bandit, test, 0.202588, 22953, 0.161553
640, ab, control, 0.394848, 25658, 0.238952
640, bandit, control, 0.402554, 41105, 0.240510
640, ab, test, 0.200250, 38442, 0.160154
640, bandit, test, 0.202479, 22995, 0.161488
641, ab, control, 0.394746, 25695, 0.238931
641, bandit, control, 0.402551, 41160, 0.240510
641, ab, test, 0.200286, 38505, 0.160175
641, bandit, test, 0.202344, 23040, 0.161408
642, ab, control, 0.394845, 25724, 0.238952
642, bandit, control, 0.402596, 41220, 0.240518
642, ab, test, 0.200176, 38576, 0.160110
642, bandit, test, 0.202383, 23080, 0.161431
643, ab, control, 0.394760, 25765, 0.238934
643, bandit, control, 0.402625, 41289, 0.240524
643, ab, test, 0.200207, 38635, 0.160128
643, bandit, test, 0.202328, 23111, 0.161398
644, ab, control, 0.394631, 25814, 0.238907
644, bandit, control, 0.402437, 41363, 0.240487
644, ab, test, 0.200124, 38686, 0.160079
644, bandit, test, 0.202360, 23137, 0.161417
645, ab, control, 0.394554, 25852, 0.238890
645, bandit, control, 0.402404, 41431, 0.240481
645, ab, test, 0.200114, 38748, 0.160072
645, bandit, test, 0.202253, 23169, 0.161354
646, ab, control, 0.394416, 25894, 0.238861
646, bandit, control, 0.402328, 41496, 0.240466
646, ab, test, 0.200098, 38806, 0.160063
646, bandit, test, 0.202293, 23204, 0.161377
647, ab, control, 0.394448, 25935, 0.238868
647, bandit, control, 0.402396, 41561, 0.240479
647, ab, test, 0.200129, 38865, 0.160081
647, bandit, test, 0.202289, 23239, 0.161375
648, ab, control, 0.394363, 25971, 0.238850
648, bandit, control, 0.402436, 41624, 0.240487
648, ab, test, 0.200159, 38929, 0.160100
648, bandit, test, 0.202268, 23276, 0.161363
649, ab, control, 0.394248, 26009, 0.238826
649, bandit, control, 0.402485, 41686, 0.240497
649, ab, test, 0.200123, 38991, 0.160078
649, bandit, test, 0.202153, 23314, 0.161294
650, ab, control, 0.394242, 26050, 0.238824
650, bandit, control, 0.402381, 41749, 0.240476
650, ab, test, 0.200026, 39050, 0.160019
650, bandit, test, 0.202175, 23351, 0.161307
651, ab, control, 0.394143, 26087, 0.238803
651, bandit, control, 0.402401, 41809, 0.240480
651, ab, test, 0.200087, 39113, 0.160056
651, bandit, test, 0.202086, 23391, 0.161254
652, ab, control, 0.394054, 26136, 0.238785
652, bandit, control, 0.402211, 41876, 0.240443
652, ab, test, 0.200056, 39164, 0.160038
652, bandit, test, 0.202186, 23424, 0.161314
653, ab, control, 0.394100, 26171, 0.238794
653, bandit, control, 0.402084, 41939, 0.240418
653, ab, test, 0.200209, 39229, 0.160129
653, bandit, test, 0.202080, 23461, 0.161251
654, ab, control, 0.393971, 26205, 0.238767
654, bandit, control, 0.402105, 41999, 0.240422
654, ab, test, 0.200254, 39295, 0.160157
654, bandit, test, 0.202162, 23501, 0.161299
655, ab, control, 0.394019, 26250, 0.238777
655, bandit, control, 0.402101, 42074, 0.240422
655, ab, test, 0.200254, 39350, 0.160156
655, bandit, test, 0.202159, 23526, 0.161298
656, ab, control, 0.393868, 26288, 0.238745
656, bandit, control, 0.402240, 42139, 0.240449
656, ab, test, 0.200523, 39412, 0.160317
656, bandit, test, 0.202199, 23561, 0.161321
657, ab, control, 0.394058, 26321, 0.238785
657, bandit, control, 0.402270, 42198, 0.240455
657, ab, test, 0.200512, 39479, 0.160311
657, bandit, test, 0.202356, 23602, 0.161415
658, ab, control, 0.394091, 26367, 0.238792
658, bandit, control, 0.402300, 42267, 0.240460
658, ab, test, 0.200364, 39533, 0.160222
658, bandit, test, 0.202429, 23633, 0.161458
659, ab, control, 0.394059, 26392, 0.238786
659, bandit, control, 0.402174, 42325, 0.240436
659, ab, test, 0.200414, 39608, 0.160252
659, bandit, test, 0.202534, 23675, 0.161521
660, ab, control, 0.393873, 26440, 0.238746
660, bandit, control, 0.402302, 42396, 0.240461
660, ab, test, 0.200454, 39660, 0.160276
660, bandit, test, 0.202497, 23704, 0.161499
661, ab, control, 0.394041, 26482, 0.238782
661, bandit, control, 0.402237, 42465, 0.240448
661, ab, test, 0.200488, 39718, 0.160297
661, bandit, test, 0.202570, 23735, 0.161542
662, ab, control, 0.394102, 26516, 0.238795
662, bandit, control, 0.402366, 42526, 0.240473
662, ab, test, 0.200558, 39784, 0.160339
662, bandit, test, 0.202322, 23774, 0.161395
663, ab, control, 0.394019, 26552, 0.238777
663, bandit, control, 0.402390, 42588, 0.240478
663, ab, test, 0.200487, 39848, 0.160296
663, bandit, test, 0.202461, 23812, 0.161477
664, ab, control, 0.393939, 26598, 0.238760
664, bandit, control, 0.402208, 42662, 0.240442
664, ab, test, 0.200416, 39902, 0.160253
664, bandit, test, 0.202492, 23838, 0.161496
665, ab, control, 0.393792, 26641, 0.238729
665, bandit, control, 0.402256, 42724, 0.240452
665, ab, test, 0.200380, 39959, 0.160232
665, bandit, test, 0.202463, 23876, 0.161478
666, ab, control, 0.393628, 26680, 0.238694
666, bandit, control, 0.402108, 42787, 0.240423
666, ab, test, 0.200375, 40020, 0.160229
666, bandit, test, 0.202400, 23913, 0.161441
667, ab, control, 0.393511, 26721, 0.238669
667, bandit, control, 0.402068, 42851, 0.240415
667, ab, test, 0.200304, 40079, 0.160187
667, bandit, test, 0.202430, 23949, 0.161459
668, ab, control, 0.393549, 26754, 0.238677
668, bandit, control, 0.402251, 42921, 0.240451
668, ab, test, 0.200369, 40146, 0.160225
668, bandit, test, 0.202427, 23979, 0.161457
669, ab, control, 0.393589, 26797, 0.238686
669, bandit, control, 0.402201, 42986, 0.240441
669, ab, test, 0.200284, 40203, 0.160174
669, bandit, test, 0.202382, 24014, 0.161430
670, ab, control, 0.393716, 26829, 0.238713
670, bandit, control, 0.402193, 43039, 0.240439
670, ab, test, 0.200219, 40271, 0.160135
670, bandit, test, 0.202278, 24061, 0.161368
671, ab, control, 0.393688, 26869, 0.238707
671, bandit, control, 0.402348, 43102, 0.240470
671, ab, test, 0.200268, 40331, 0.160165
671, bandit, test, 0.202174, 24098, 0.161307
672, ab, control, 0.393839, 26912, 0.238739
672, bandit, control, 0.402433, 43165, 0.240486
672, ab, test, 0.200332, 40388, 0.160203
672, bandit, test, 0.202486, 24135, 0.161492
673, ab, control, 0.393760, 26953, 0.238722
673, bandit, control, 0.402415, 43234, 0.240483
673, ab, test, 0.200336, 40447, 0.160206
673, bandit, test, 0.202475, 24166, 0.161485
674, ab, control, 0.393807, 26998, 0.238732
674, bandit, control, 0.402365, 43299, 0.240473
674, ab, test, 0.200286, 40502, 0.160176
674, bandit, test, 0.202471, 24201, 0.161483
675, ab, control, 0.393799, 27029, 0.238730
675, bandit, control, 0.402394, 43363, 0.240479
675, ab, test, 0.200242, 40571, 0.160149
675, bandit, test, 0.202377, 24237, 0.161427
676, ab, control, 0.393945, 27085, 0.238761
676, bandit, control, 0.402380, 43439, 0.240476
676, ab, test, 0.200246, 40615, 0.160152
676, bandit, test, 0.202300, 24261, 0.161381
677, ab, control, 0.393916, 27120, 0.238755
677, bandit, control, 0.402359, 43501, 0.240472
677, ab, test, 0.200270, 40680, 0.160166
677, bandit, test, 0.202436, 24299, 0.161462
678, ab, control, 0.393968, 27157, 0.238766
678, bandit, control, 0.402507, 43557, 0.240501
678, ab, test, 0.200182, 40743, 0.160113
678, bandit, test, 0.202399, 24343, 0.161440
679, ab, control, 0.393926, 27198, 0.238757
679, bandit, control, 0.402480, 43622, 0.240495
679, ab, test, 0.200211, 40802, 0.160130
679, bandit, test, 0.202396, 24378, 0.161438
680, ab, control, 0.393818, 27241, 0.238734
680, bandit, control, 0.402490, 43688, 0.240497
680, ab, test, 0.200152, 40859, 0.160095
680, bandit, test, 0.202523, 24412, 0.161514
681, ab, control, 0.393886, 27282, 0.238749
681, bandit, control, 0.402605, 43755, 0.240520
681, ab, test, 0.200010, 40918, 0.160010
681, bandit, test, 0.202454, 24445, 0.161473
682, ab, control, 0.393669, 27325, 0.238702
682, bandit, control, 0.402684, 43816, 0.240535
682, ab, test, 0.200000, 40975, 0.160004
682, bandit, test, 0.202540, 24484, 0.161524
683, ab, control, 0.393648, 27362, 0.238698
683, bandit, control, 0.402808, 43877, 0.240559
683, ab, test, 0.199912, 41038, 0.159951
683, bandit, test, 0.202626, 24523, 0.161575
684, ab, control, 0.393678, 27398, 0.238704
684, bandit, control, 0.402877, 43934, 0.240573
684, ab, test, 0.199942, 41102, 0.159969
684, bandit, test, 0.202678, 24566, 0.161607
685, ab, control, 0.393787, 27426, 0.238727
685, bandit, control, 0.402828, 43989, 0.240563
685, ab, test, 0.199762, 41174, 0.159861
685, bandit, test, 0.202877, 24611, 0.161724
686, ab, control, 0.393796, 27466, 0.238729
686, bandit, control, 0.402778, 44059, 0.240553
686, ab, test, 0.199738, 41234, 0.159847
686, bandit, test, 0.202792, 24641, 0.161674
687, ab, control, 0.393842, 27511, 0.238739
687, bandit, control, 0.402918, 44133, 0.240581
687, ab, test, 0.199690, 41289, 0.159818
687, bandit, test, 0.202822, 24667, 0.161692
688, ab, control, 0.393822, 27548, 0.238735
688, bandit, control, 0.403019, 44189, 0.240600
688, ab, test, 0.199603, 41352, 0.159766
688, bandit, test, 0.202744, 24711, 0.161645
689, ab, control, 0.393810, 27592, 0.238732
689, bandit, control, 0.402997, 44251, 0.240596
689, ab, test, 0.199744, 41408, 0.159850
689, bandit, test, 0.202958, 24749, 0.161772
690, ab, control, 0.393912, 27628, 0.238754
690, bandit, control, 0.402898, 44309, 0.240577
690, ab, test, 0.199653, 41472, 0.159795
690, bandit, test, 0.203017, 24791, 0.161808
691, ab, control, 0.393848, 27668, 0.238740
691, bandit, control, 0.402803, 44374, 0.240558
691, ab, test, 0.199533, 41532, 0.159723
691, bandit, test, 0.202973, 24826, 0.161781
692, ab, control, 0.393932, 27718, 0.238758
692, bandit, control, 0.402993, 44440, 0.240595
692, ab, test, 0.199678, 41582, 0.159810
692, bandit, test, 0.203057, 24860, 0.161831
693, ab, control, 0.393961, 27754, 0.238764
693, bandit, control, 0.402912, 44501, 0.240579
693, ab, test, 0.199707, 41646, 0.159828
693, bandit, test, 0.202940, 24899, 0.161762
694, ab, control, 0.394020, 27793, 0.238777
694, bandit, control, 0.402971, 44564, 0.240591
694, ab, test, 0.199727, 41707, 0.159840
694, bandit, test, 0.203040, 24936, 0.161821
695, ab, control, 0.394072, 27835, 0.238788
695, bandit, control, 0.403123, 44634, 0.240620
695, ab, test, 0.199737, 41765, 0.159846
695, bandit, test, 0.203076, 24966, 0.161843
696, ab, control, 0.394043, 27865, 0.238782
696, bandit, control, 0.403074, 44694, 0.240611
696, ab, test, 0.199689, 41835, 0.159817
696, bandit, test, 0.202951, 25006, 0.161769
697, ab, control, 0.393908, 27905, 0.238753
697, bandit, control, 0.403213, 44758, 0.240638
697, ab, test, 0.199642, 41895, 0.159789
697, bandit, test, 0.202859, 25042, 0.161714
698, ab, control, 0.393896, 27949, 0.238750
698, bandit, control, 0.403217, 44822, 0.240638
698, ab, test, 0.199566, 41951, 0.159743
698, bandit, test, 0.203126, 25078, 0.161872
699, ab, control, 0.393942, 27994, 0.238760
699, bandit, control, 0.403208, 44890, 0.240637
699, ab, test, 0.199686, 42006, 0.159815
699, bandit, test, 0.203067, 25110, 0.161837
700, ab, control, 0.393908, 28037, 0.238753
700, bandit, control, 0.403279, 44959, 0.240650
700, ab, test, 0.199819, 42063, 0.159895
700, bandit, test, 0.203134, 25141, 0.161877
701, ab, control, 0.394088, 28080, 0.238791
701, bandit, control, 0.403314, 45027, 0.240657
701, ab, test, 0.199763, 42120, 0.159861
701, bandit, test, 0.203075, 25173, 0.161842
702, ab, control, 0.394240, 28125, 0.238823
702, bandit, control, 0.403255, 45093, 0.240646
702, ab, test, 0.199810, 42175, 0.159890
702, bandit, test, 0.203118, 25207, 0.161868
703, ab, control, 0.394261, 28159, 0.238828
703, bandit, control, 0.403212, 45150, 0.240637
703, ab, test, 0.199853, 42241, 0.159916
703, bandit, test, 0.203010, 25250, 0.161803
704, ab, control, 0.394392, 28208, 0.238855
704, bandit, control, 0.403079, 45212, 0.240612
704, ab, test, 0.199825, 42292, 0.159899
704, bandit, test, 0.202863, 25288, 0.161716
705, ab, control, 0.394259, 28253, 0.238827
705, bandit, control, 0.403052, 45277, 0.240606
705, ab, test, 0.199778, 42347, 0.159871
705, bandit, test, 0.202938, 25323, 0.161761
706, ab, control, 0.394019, 28288, 0.238776
706, bandit, control, 0.403017, 45338, 0.240600
706, ab, test, 0.199660, 42412, 0.159800
706, bandit, test, 0.202941, 25362, 0.161763
707, ab, control, 0.394127, 28331, 0.238799
707, bandit, control, 0.403035, 45408, 0.240603
707, ab, test, 0.199604, 42469, 0.159766
707, bandit, test, 0.202780, 25392, 0.161667
708, ab, control, 0.394234, 28374, 0.238822
708, bandit, control, 0.402969, 45470, 0.240590
708, ab, test, 0.199501, 42526, 0.159704
708, bandit, test, 0.202910, 25430, 0.161744
709, ab, control, 0.394300, 28420, 0.238836
709, bandit, control, 0.403000, 45531, 0.240596
709, ab, test, 0.199507, 42580, 0.159708
709, bandit, test, 0.202913, 25469, 0.161746
710, ab, control, 0.394385, 28462, 0.238854
710, bandit, control, 0.402979, 45593, 0.240592
710, ab, test, 0.199540, 42638, 0.159728
710, bandit, test, 0.203003, 25507, 0.161799
711, ab, control, 0.394386, 28500, 0.238854
711, bandit, control, 0.403092, 45662, 0.240614
711, ab, test, 0.199485, 42700, 0.159694
711, bandit, test, 0.203148, 25538, 0.161885
712, ab, control, 0.394420, 28533, 0.238861
712, bandit, control, 0.403071, 45719, 0.240610
712, ab, test, 0.199406, 42767, 0.159647
712, bandit, test, 0.202885, 25581, 0.161729
713, ab, control, 0.394246, 28571, 0.238824
713, bandit, control, 0.403045, 45784, 0.240605
713, ab, test, 0.199561, 42829, 0.159740
713, bandit, test, 0.202842, 25616, 0.161703
714, ab, control, 0.394183, 28606, 0.238811
714, bandit, control, 0.402910, 45844, 0.240579
714, ab, test, 0.199445, 42894, 0.159671
714, bandit, test, 0.202877, 25656, 0.161724
715, ab, control, 0.394050, 28641, 0.238783
715, bandit, control, 0.402841, 45904, 0.240565
715, ab, test, 0.199446, 42959, 0.159671
715, bandit, test, 0.202872, 25696, 0.161721
716, ab, control, 0.393995, 28678, 0.238771
716, bandit, control, 0.402915, 45970, 0.240580
716, ab, test, 0.199386, 43022, 0.159635
716, bandit, test, 0.203031, 25730, 0.161816
717, ab, control, 0.394102, 28721, 0.238794
717, bandit, control, 0.402902, 46036, 0.240577
717, ab, test, 0.199471, 43079, 0.159686
717, bandit, test, 0.203113, 25764, 0.161864
718, ab, control, 0.394019, 28760, 0.238776
718, bandit, control, 0.402876, 46101, 0.240572
718, ab, test, 0.199397, 43140, 0.159642
718, bandit, test, 0.203109, 25799, 0.161862
719, ab, control, 0.394041, 28799, 0.238781
719, bandit, control, 0.402847, 46159, 0.240566
719, ab, test, 0.199463, 43201, 0.159681
719, bandit, test, 0.203011, 25841, 0.161804
720, ab, control, 0.394022, 28841, 0.238777
720, bandit, control, 0.402959, 46228, 0.240588
720, ab, test, 0.199496, 43259, 0.159701
720, bandit, test, 0.203077, 25872, 0.161843
721, ab, control, 0.393911, 28872, 0.238753
721, bandit, control, 0.402843, 46281, 0.240566
721, ab, test, 0.199455, 43328, 0.159677
721, bandit, test, 0.202901, 25919, 0.161739
722, ab, control, 0.393878, 28910, 0.238746
722, bandit, control, 0.402654, 46345, 0.240529
722, ab, test, 0.199493, 43390, 0.159699
722, bandit, test, 0.202967, 25955, 0.161777
723, ab, control, 0.393809, 28943, 0.238732
723, bandit, control, 0.402685, 46401, 0.240535
723, ab, test, 0.199531, 43457, 0.159722
723, bandit, test, 0.202892, 25999, 0.161733
724, ab, control, 0.393684, 28975, 0.238705
724, bandit, control, 0.402828, 46459, 0.240563
724, ab, test, 0.199540, 43525, 0.159728
724, bandit, test, 0.202949, 26041, 0.161767
725, ab, control, 0.393664, 29007, 0.238701
725, bandit, control, 0.402709, 46510, 0.240540
725, ab, test, 0.199642, 43593, 0.159789
725, bandit, test, 0.202990, 26090, 0.161791
726, ab, control, 0.393729, 29053, 0.238715
726, bandit, control, 0.402752, 46582, 0.240548
726, ab, test, 0.199762, 43647, 0.159861
726, bandit, test, 0.203040, 26118, 0.161821
727, ab, control, 0.393688, 29089, 0.238706
727, bandit, control, 0.402667, 46649, 0.240531
727, ab, test, 0.199767, 43711, 0.159864
727, bandit, test, 0.203090, 26151, 0.161850
728, ab, control, 0.393709, 29123, 0.238711
728, bandit, control, 0.402637, 46712, 0.240526
728, ab, test, 0.199671, 43777, 0.159806
728, bandit, test, 0.202994, 26188, 0.161793
729, ab, control, 0.393751, 29158, 0.238719
729, bandit, control, 0.402592, 46762, 0.240517
729, ab, test, 0.199580, 43842, 0.159752
729, bandit, test, 0.202988, 26238, 0.161790
730, ab, control, 0.393780, 29194, 0.238725
730, bandit, control, 0.402631, 46822, 0.240524
730, ab, test, 0.199472, 43906, 0.159686
730, bandit, test, 0.202869, 26278, 0.161720
731, ab, control, 0.393700, 29238, 0.238708
731, bandit, control, 0.402632, 46884, 0.240525
731, ab, test, 0.199445, 43962, 0.159670
731, bandit, test, 0.202994, 26316, 0.161794
732, ab, control, 0.393784, 29280, 0.238726
732, bandit, control, 0.402662, 46960, 0.240530
732, ab, test, 0.199432, 44020, 0.159663
732, bandit, test, 0.202999, 26340, 0.161797
733, ab, control, 0.393853, 29313, 0.238741
733, bandit, control, 0.402845, 47023, 0.240566
733, ab, test, 0.199515, 44087, 0.159712
733, bandit, test, 0.203056, 26377, 0.161830
734, ab, control, 0.393859, 29343, 0.238742
734, bandit, control, 0.402786, 47087, 0.240555
734, ab, test, 0.199447, 44157, 0.159672
734, bandit, test, 0.202968, 26413, 0.161778
735, ab, control, 0.393970, 29388, 0.238766
735, bandit, control, 0.402774, 47153, 0.240552
735, ab, test, 0.199493, 44212, 0.159699
735, bandit, test, 0.202896, 26447, 0.161736
736, ab, control, 0.393937, 29426, 0.238759
736, bandit, control, 0.402728, 47208, 0.240543
736, ab, test, 0.199530, 44274, 0.159722
736, bandit, test, 0.202967, 26492, 0.161777
737, ab, control, 0.393843, 29461, 0.238739
737, bandit, control, 0.402674, 47274, 0.240533
737, ab, test, 0.199599, 44339, 0.159763
737, bandit, test, 0.203008, 26526, 0.161802
738, ab, control, 0.393954, 29506, 0.238762
738, bandit, control, 0.402704, 47345, 0.240538
738, ab, test, 0.199644, 44394, 0.159790
738, bandit, test, 0.203088, 26555, 0.161849
739, ab, control, 0.393975, 29545, 0.238767
